sep=;
Date;Bid;Ask;Opening price;High price;Low price;Closing price;Average price;Total volume;Turnover;Trades;
2020-11-10;53,70;54,50;54,80;54,80;54,15;54,30;54,306;9437404;512506757,2;18;
2020-11-09;54,50;55,20;54,00;55,80;54,00;54,80;54,739;2719150;148844620;14;
2020-11-06;53,80;54,00;53,75;54,30;53,70;54,30;53,887;2605514;140401910,2;7;
2020-11-05;53,70;54,20;53,75;54,30;53,75;53,75;53,76;2479600;133288675;5;
2020-11-04;53,40;54,20;55,00;55,30;54,00;54,00;54,635;7676675;419415402,5;19;
2020-11-03;54,80;55,40;55,00;55,30;55,00;55,20;55,123;5610500;309267750;14;
2020-11-02;54,60;55,20;54,30;55,20;54,30;55,20;54,849;3531500;193698000;10;
2020-10-30;53,80;54,30;56,30;56,60;53,50;54,30;55,156;5412622;298356593;32;
2020-10-29;54,80;55,30;54,60;55,20;54,60;55,20;55,047;4723235;260000325;11;
2020-10-28;53,80;54,50;54,40;54,50;54,40;54,50;54,494;106000;5776400;2;
2020-10-27;54,30;54,80;54,60;54,80;54,55;54,55;54,649;1675000;91537500;4;
2020-10-26;54,00;54,70;55,30;55,30;54,50;54,50;54,912;1293500;71028300;6;
2020-10-23;55,30;56,00;55,10;55,60;55,10;55,60;55,332;5135000;284129250;9;
2020-10-22;54,80;55,00;55,00;55,00;55,00;55,00;55,00;1250000;68750000;1;
2020-10-21;54,50;54,80;54,50;54,80;54,50;54,70;54,719;2989000;163556100;9;
2020-10-20;54,20;54,60;54,20;54,60;54,20;54,50;54,395;4233500;230280250;12;
2020-10-19;52,50;53,20;53,00;53,00;53,00;53,00;53,00;650000;34450000;2;
2020-10-16;52,60;53,20;52,30;53,00;52,30;52,90;52,949;4962000;262732600;9;
2020-10-15;52,50;52,80;52,80;53,10;52,50;52,90;52,89;11933868;630553004;19;
2020-10-14;52,30;52,80;52,50;52,90;52,40;52,40;52,613;1151000;60557400;7;
2020-10-13;51,80;52,50;;;;52,30;;;;0;
2020-10-12;51,70;52,30;52,30;52,30;52,00;52,30;52,102;303650;15820895;3;
2020-10-09;52,00;52,20;52,20;52,70;52,20;52,20;52,367;5628500;294748950;9;
2020-10-08;51,80;52,50;51,50;52,50;51,50;52,40;52,10;6608010;344280014,6;23;
2020-10-07;51,00;51,40;50,90;51,30;50,90;51,20;51,26;834062;42753905,8;5;
2020-10-06;50,90;51,40;51,30;51,30;50,90;50,90;51,169;4185000;214073100;9;
2020-10-05;51,50;51,90;51,90;51,90;51,90;51,90;51,90;9500;493050;1;
2020-10-02;51,80;52,20;51,90;52,20;51,90;52,00;51,965;8678500;450980100;14;
2020-10-01;51,00;52,00;51,20;51,50;51,10;51,50;51,243;12662338;648859807;17;
2020-09-30;51,00;51,40;50,60;51,10;50,60;51,00;50,822;7928100;402202270;14;
2020-09-29;49,60;50,10;50,30;50,60;49,90;50,10;50,103;8203952;411039971,2;10;
2020-09-28;49,75;50,20;50,00;50,20;49,95;50,20;49,959;1804000;90125800;6;
2020-09-25;49,50;49,90;49,70;49,70;49,70;49,70;49,70;770020;38269994;4;
2020-09-24;49,50;50,00;49,90;50,10;49,70;49,70;49,944;1805200;90159200;6;
2020-09-23;49,80;50,30;50,00;50,30;49,70;50,00;49,86;11970000;596829000;17;
2020-09-22;48,20;48,90;48,40;48,40;48,40;48,40;48,40;600000;29040000;1;
2020-09-21;48,20;48,50;48,50;48,50;48,30;48,40;48,375;2000000;96750000;3;
2020-09-18;;49,80;50,40;50,40;49,10;49,10;49,705;4613500;229314000;13;
2020-09-17;50,10;50,80;49,55;50,70;49,275;50,25;49,958;2144000;107109050;12;
2020-09-16;49,05;49,65;49,40;49,40;49,40;49,40;49,40;1000000;49400000;1;
2020-09-15;49,10;49,75;49,425;49,425;49,425;49,425;49,425;2450000;121091250;3;
2020-09-14;49,20;49,75;49,70;49,70;49,70;49,70;49,70;300000;14910000;1;
2020-09-11;49,75;50,40;;;;50,40;;;;0;
2020-09-10;50,10;50,40;50,00;50,40;50,00;50,40;50,327;24500;1233000;2;
2020-09-09;49,60;50,00;49,55;49,55;49,55;49,55;49,55;130000;6441500;1;
2020-09-08;49,55;50,20;50,40;50,40;49,55;49,55;49,90;397649;19842559,6;5;
2020-09-07;50,00;50,40;49,70;50,30;49,70;50,30;50,157;2100000;105330000;3;
2020-09-04;49,60;50,20;50,60;50,60;49,70;49,70;50,441;2916111;147090716,7;13;
2020-09-03;;51,10;50,40;51,00;50,00;50,40;50,676;7744608;392714040;16;
2020-09-02;49,75;50,30;49,75;50,00;49,75;50,00;49,986;5219000;260875000;8;
2020-09-01;49,60;49,75;49,70;49,70;49,60;49,60;49,672;163068;8099879,6;3;
2020-08-31;49,20;49,75;49,70;49,70;49,70;49,70;49,70;300000;14910000;1;
2020-08-28;49,10;49,70;49,40;50,00;49,10;49,10;49,568;3323500;164738350;11;
2020-08-27;48,60;49,15;48,50;49,15;48,50;49,15;48,704;6600000;321830000;11;
2020-08-26;48,00;48,30;;;;48,30;;;;0;
2020-08-25;48,00;48,45;48,20;48,30;48,00;48,30;48,245;612361;29543328;5;
2020-08-24;48,25;48,95;48,80;48,80;48,75;48,75;48,775;600000;29265000;2;
2020-08-21;48,80;49,05;49,05;49,05;49,05;49,05;49,05;700000;34335000;1;
2020-08-20;48,80;49,50;48,80;49,05;48,80;49,05;49,044;410000;20108000;2;
2020-08-19;48,90;49,50;49,30;49,30;49,30;49,30;49,30;1460000;71978000;2;
2020-08-18;49,00;49,60;48,55;49,30;48,55;49,30;48,90;2500000;122250000;6;
2020-08-17;48,30;48,90;48,45;48,60;48,45;48,45;48,488;2400000;116370000;6;
2020-08-14;48,45;49,15;49,80;49,80;49,00;49,00;49,326;1203500;59363950;5;
2020-08-13;49,80;50,40;49,50;50,20;49,30;50,00;49,994;4283068;214137900;8;
2020-08-12;49,50;49,95;49,50;49,95;49,50;49,50;49,668;2608000;129533500;11;
2020-08-11;49,30;49,90;49,40;49,85;49,40;49,85;49,663;1500000;74495000;10;
2020-08-10;48,55;49,20;48,60;48,70;48,60;48,70;48,65;600000;29190000;2;
2020-08-07;47,90;48,50;49,50;49,50;48,40;48,40;48,886;1911050;93423375;10;
2020-08-06;49,25;49,60;49,45;49,65;49,30;49,40;49,296;4680949;230754063,35;18;
2020-08-05;48,90;49,50;48,90;49,10;48,90;49,00;49,012;3223135;157973615;6;
2020-08-04;48,40;49,10;48,60;48,60;48,60;48,60;48,60;600000;29160000;2;
2020-07-31;48,00;48,30;47,85;48,30;47,85;48,30;48,014;1260000;60498000;5;
2020-07-30;;48,40;48,70;48,70;47,50;47,50;48,02;2710000;130133000;12;
2020-07-29;48,60;49,25;48,40;48,90;47,90;48,90;48,455;1817046;88044026,4;7;
2020-07-28;48,40;49,10;50,20;50,20;48,95;48,95;49,166;2539860;124873549;10;
2020-07-27;49,55;50,20;50,00;50,00;49,875;49,875;49,876;1004800;50115000;2;
2020-07-24;49,60;50,10;49,85;49,85;49,85;49,85;49,85;1000000;49850000;1;
2020-07-23;49,70;50,20;50,40;50,70;49,70;49,70;50,212;2780192;139598667,4;9;
2020-07-22;49,60;50,00;49,75;50,00;49,75;50,00;49,76;1040000;51750000;2;
2020-07-21;49,50;50,00;;;;49,60;;;;0;
2020-07-20;49,50;50,20;50,00;50,00;49,60;49,60;49,967;1673111;83600305,6;3;
2020-07-17;49,60;50,00;49,20;49,70;49,20;49,70;49,644;616500;30605250;4;
2020-07-16;49,00;49,50;48,60;49,20;48,60;49,20;48,693;3862400;188072640;5;
2020-07-15;48,10;48,70;48,50;48,70;48,50;48,70;48,58;500000;24290000;2;
2020-07-14;48,40;48,50;48,20;48,50;48,20;48,50;48,202;2266500;109250250;3;
2020-07-13;48,00;48,50;48,20;48,20;48,20;48,20;48,20;500000;24100000;1;
2020-07-10;47,85;48,30;48,30;48,30;47,90;47,90;48,208;2389975;115399802,5;4;
2020-07-09;48,30;49,00;49,25;49,25;48,90;48,90;49,119;1600000;78590000;3;
2020-07-08;49,00;49,50;49,10;49,10;49,10;49,10;49,10;20500;1006550;1;
2020-07-07;48,90;49,60;49,10;49,10;48,90;49,10;49,017;49443;2423551,3;3;
2020-07-06;48,90;49,60;;;;49,50;;;;0;
2020-07-03;48,90;49,60;;;;49,50;;;;0;
2020-07-02;49,00;49,50;49,60;49,60;49,50;49,50;49,505;3175;157177,5;2;
2020-07-01;48,90;49,60;49,65;49,65;49,15;49,15;49,408;5215251;258621762,15;7;
2020-06-30;49,60;50,20;50,20;50,30;49,65;49,65;50,035;5558378;276498642,7;8;
2020-06-29;49,60;50,20;50,20;50,20;50,20;50,20;50,20;123800;6177760;2;
2020-06-26;49,80;50,30;50,40;50,40;49,80;49,80;50,381;387500;19522500;2;
2020-06-25;49,75;50,20;49,75;49,75;49,75;49,75;49,75;7859;390985,25;1;
2020-06-24;50,20;50,60;51,30;51,50;50,20;50,20;50,669;12594617;634010082,4;21;
2020-06-23;49,70;50,20;50,00;50,00;49,85;50,00;49,962;715352;35740350;6;
2020-06-22;49,75;50,00;50,00;50,00;50,00;50,00;50,00;159202;7959640;4;
2020-06-19;49,65;50,00;50,20;50,20;50,20;50,20;50,20;40000;2008000;1;
2020-06-18;49,65;50,30;49,60;50,30;49,60;50,00;50,036;4275352;213921059,2;8;
2020-06-16;49,50;50,20;49,37;49,90;49,37;49,85;49,823;1824500;90901275;6;
2020-06-15;48,40;49,00;48,20;48,90;48,20;48,90;48,606;1982000;96337000;7;
2020-06-12;48,00;48,70;48,80;48,80;47,90;48,00;48,539;3012500;146223110;11;
